tj,pers
наам,نعم
набавӣ,نبوی
набард,نبرد
набарда,نبرده
набардгоҳ,نبردگاه
набардӣ,نبردی
набардозмой,ینبردآزما
набаҳра,نبهره
наберача,نبیرچه
набз,نبض
набишта,نبشته
набиштан,نبشتن
набӣ,نبی
набот,نبات
наботӣ,نباتی
наботот,نباتات
набоҳат,نباهت
набошад,نباشد
нав,نو
навад,نود
навадсолагӣ,نودگسالگی
навадум,نودم
навадумин,نودمین
навакӣ,نوکی
наванд,نوند
навард,نورد
навардӣ,نوردی
наварӯс,نوعروس
навбарӣ,نوبری
навбарниҳол,نوبرنهل
навбат,نوبت
навбаҳор,نوبهار
навбаҳорӣ,نوبهاری
навбова,نوباوه
навбунёд,نوبنیاد
наввоб,نواب
навгаро,نوگرا
навгул,نوگل
навғон,نوغان
навда,نوده
навдам,نودم
навзой,نوزای
навигаридӯст,نویگریدوست
навигатсия,نویگتسیه
навигатсионӣ,نویگتسیانی
навид,نوید
навин,نوین
навис,نویس
нависанда,نویسنده
нависандагӣ,نویسندگی
навишт,نوشت
навишта,نوشته
навиштан,نوشتن
навишторӣ,نوشتاری
навӣ,نوی
навканда,نوکنده
навкиса,نوکیسه
навқалам,نوقلم
навқон,نوقان
навм,نوم
навмед,نومید
навмедӣ,نومیدی
навмедона,نومیدانه
навниҳол,نونهال
наво,نوا
навобахш,نوابخش
навобод,نوآباد
навоварӣ,نوآوری
наводир,نوادر
навоз,نواز
навозандагӣ,نوازندگی
навозиш,نوازش
навозишгар,نوازشگر
навоқис,نواقص
навол,نوال
навомӯз,نوآموز
навон,نوان
навор,نوار
навофарин,نوآفرین
навохт,نواخت
навохтан,نواختن
навоҳӣ,نواحی
навпар,نوپر
навпардоз,نوپرداز
наврас,نورس
наврасӣ,نورسی
навриш,نوریش
наврӯз,نوروز
наврӯзӣ,نوروزی
навсабзида,نوسبزیده
навсавод,نوسواد
навсозӣ,نوسازی
навхоста,نوخواسته
навҳа,نوحه
навҳахонӣ,نوحهخوانی
навча,نوچه
навҷавон,نوجوان
навҷавонӣ,نوجوانی
навҷӯ,نوجو
навшуда,نوشده
навшукуфта,نوشکفته
навъ,نوع
навъӣ,نوعی
наган,نگن
нагун,نگون
нагунбахт,نگونبخت
нағз,نغز
нағзак,نغزک
нағзакканӣ,نغزککنی
нағзаккӯбӣ,نغزککوبی
нағзӣ,نغزی
нағил,نغل
нағма,نغمه
нағом,نغام
нағора,نغاره
нағоразан,نغارهزن
нағоразанӣ,نغارهزنی
нағорачӯб,نغارهچوب
надаб,ندب
надам,ندم
надва,ندوه
наддоф,نداف
наддофӣ,ندافی
надид,ندید
надим,ندیم
надимӣ,ندیمی
надӣ,ندی
надомат,ندامت
нажанд,نژند
нажод,نژاد
нажодӣ,نژادی
нажодпараст,نژادپرست
нажодпарастӣ,نژادپرستی
нажодпарастона,نژادپرستانه
назар,نظر
назаран,نظرا
назария,نظریه
назарӣ,نظری
назарногир,نظرناگیر
назарногирӣ,نظرناگیری
назарногирона,نظرناگیرانه
назарсанҷӣ,نظرسنجی
назд,نزد
наздик,نزدیک
наздикӣ,نزدیکی
наздиҳавлигӣ,نزدحولگی
наззора,نظاره
назир,نظیر
назира,نظیره
назиф,نظیف
назла,نزله
назм,نظم
назман,نظما
назмӣ,نظمی
назо,نزا
назоир,نظائر
назокат,نزاکت
назор,نزار
назор,نضار
назора,نظاره
назорат,نظارت
назорат,نضارت
назофат,نظافت
назоҳат,نزاهت
назр,نذر
назрдеҳ,نذرده
назрӣ,نذری
назъ,نزع
наим,نعیم
най,نی
найдарав,نیدرو
найза,نیزه
найзапартоӣ,نیزهپرتائی
найин,نیین
найир,نیر
найистон,نیستان
найӣ,نیی
найл,نیل
найранг,نیرنگ
найранҷ,نیرنج
найситон,نیستان
найсон,نیسان
найсонӣ,نیسانی
найча,نیچه
найчӣ,نیچی
найшакар,نیشکر
накав,نکو
накбат,نکبت
накир,نکیر
накс,نکس
накӯ,نکو
накӯбахт,نکوبخت
накӯӣ,نکوئی
накӯкорӣ,نکوکاری
накӯном,نکونام
накӯномӣ,نکونامی
накӯҳиш,نکوهش
накӯҳидан,نکوهیدن
накҳат,نکهت
накҳатовар,نکهتآور
нақарот,نقرات
нақб,نقب
нақбӣ,نقبی
нақд,نقد
нақда,نقده
нақдан,نقدا
нақдӣ,نقدی
нақз,نقض
нақиб,نقیب
нақиз,نقیض
нақиза,نقیضه
нақир,نقیر
наққорӣ,نقاری
наққош,نقاش
наққошӣ,نقاشی
нақл,نقل
нақлӣ,نقلی
нақо,نقا
нақр,نقر
нақс,نقص
нақш,نقش
нақша,نقشه
нақшбандия,نقشبندیه
налм,نلم
нам,نم
намад,نمد
намадгар,نمدگر
намадӣ,نمدی
намадмол,نمدمال
намадмолӣ,نمدمالی
намак,نمک
намакдон,نمکدان
намакзор,نمکزار
намакин,نمکین
намат,نمط
намдор,نمدار
намидан,نمیدن
намим,نمیم
наминогузар,نمیناگذر
намӣ,نمی
намкаш,نمکش
наммом,نمام
намнок,نمناک
намо,نما
намод,نماد
намодӣ,نمادی
намодин,نمادین
намоён,نمایان
намоёнӣ,نمایانی
намоз,نماز
намозишомкушо,نمازشامکشا
намозӣ,نمازی
намоиш,نمایش
намоишгар,نمایشگر
намоишӣ,نمایشی
намок,نماک
намосозӣ,نماسازی
намояндагӣ,نمایندگی
намуд,نمود
намудан,نمودن
намудор,نمودار
намун,نمون
намуна,نمونه
намунавӣ,نمونه
намч,نمچ
намчин,نمچین
нанг,ننگ
нангин,ننگین
наома,نعامه
нар,نر
нарбуз,نربز
наргасӣ,نرگسی
наргат,نرگت
наргис,نرگس
наргисӣ,نرگسی
нард,نرد
нарда,نرده
нардбоз,نردباز
нардбозӣ,نردبازی
нардбон,نردبان
нарён,نریان
наримон,نریمان
нарина,نرینه
нарма,نرمه
нармбаданҳо,هانرمبدن
нармин,نرمین
нармӣ,نرمی
нармхӯй,ینرمخو
нарпай,نرپی
наррак,نرک
нарракӣ,نرکی
наррод,نراد
нарсаг,نرسگ
нарх,نرخ
насаб,نسب
насақ,نسق
насар,نسر
насб,نصب
насеҳ,نصیح
насиб,نصیب
насиб,نسیب
насиба,نصیبه
насим,نسیم
насир,نصیر
насиҳат,نصیحت
наск,نسک
насқ,نسق
насл,نسل
наслӣ,نسلی
насоеҳ,نصایح
насоро,نصاری
насос,نساس
наср,نثر
наср,نسر
наср,نصر
насрин,نسرین
насрӣ,نثری
насронӣ,نصرانی
нассох,نساخ
нассоҷ,نساج
нассоҷӣ,نساجی
настаран,نسترن
настаълиқ,نستعلق
настӯҳ,نستوه
насӯҳ,نصوح
насх,نسخ
насҷ,نسج
нат,نت
натақ,نطق
натиҷа,نتیجه
натн,نتن
натрий,ناتری
натурализм,نتورلیزم
натуралист,نتورلیست
натуралистӣ,نتوالیستی
натурфалсафа,نتورفلسفه
натъ,نطع
натюрморт,نتیومارت
нафақа,نفقه
нафар,نفر
нафарӣ,نفری
нафас,نفس
нафасӣ,نفسی
нафир,نفیر
нафис,نفیس
нафиса,نفیسه
нафисӣ,نفیسی
нафй,نفی
нафл,نفل
нафоз,نفاذ
нафоя,نفایه
нафс,نفس
нафсӣ,نفسی
нафсоният,نفسانیت
нафт,نفت
нафтӣ,نفتی
нафткаш,نفتکش
наффоъ,نفاع
нафх,نفخ
нафҳа,نفحه
нафъ,نفع
нах,نخ
нахарт,نخرت
нахват,نخوت
нахгирак,نخگیرک
нахл,نخل
нахлӣ,نخلی
наход,نخاد
нахресӣ,نخریسی
нахуст,نخست
нахустин,نخستین
нахӯд,نخود
нахӯдӣ,نخودی
нахӯдпазӣ,نخودپزی
нахҷир,نخجیر
наҳ,نه
наҳанг,نهنگ
наҳв,نحو
наҳва,نحوه
наҳвӣ,نحوی
наҳзат,نهضت
наҳиб,نهیب
наҳиф,نحیف
наҳифӣ,نحیفی
наҳй,نهی
наҳл,نحل
наҳор,نهار
наҳорӣ,نهاری
наҳосат,نحاست
наҳофат,نحافت
наҳр,نحر
наҳр,نهر
наҳс,نحس
наҳсӣ,نحسی
наҳҷ,نهج
начандон,نچندان
наҷанд,نجند
наҷас,نجس
наҷво,نجوا
наҷиб,نجیب
наҷибӣ,نجیبی
наҷибона,نجیبانه
наҷис,نجیس
наҷисӣ,نجیسی
наҷм,نجم
наҷобат,نجابت
наҷосат,نجاست
наҷот,نجات
наҷҷор,نجار
наҷҷорӣ,نجاری
нашв,نشو
наш,نش
нашша,نشه
нашр,نشر
нашриёт,نشریات
нашрия,نشریه
наштар,نشتر
нашф,نشف
нашъ,نشا
нашъа,نشعه
нашъабахш,نشعهبخش
нашъадор,نشعهدار
нашъакаш,نشعهکش
нашъакашӣ,نشعهکشی
нашъаманд,نشعهمند
нашъамандӣ,نشعهمندی
нашъаҷаллоб,نشعهجلاب
нашъаҷаллобӣ,نشعهجلابی
нашъунамо,نشاونما
наъл,نعل
наълбанд,نعلبند
наълбандӣ,نعلبندی
наъмо,نعما
наъно,نعنا
наъра,نعره
наът,نعت
наъш,نعش
не,نی
нев,نیو
неврология,نیورالاگیه
невропатолог,نیوراپتالاگ
невропатология,نیوراپتالاگیه
нейлон,نیلان
нек,نیک
некбахтӣ,نیکبختی
некдил,نیکدل
некӣ,نیکی
некпайӣ,نیکپیی
некрав,نیکرو
нектинатӣ,نیکطینتی
некӯ,نیکو
некӯӣ,نیکوئی
некӯкор,نیکوکار
некӯкорӣ,نیکوکاری
некӯном,نیکونام
некӯхислат,نیکوخصلت
некӯхисол,نیکوخصال
некӯҳиммат,نیکوهمت
некхоҳ,نیکخواه
неон,نیان
неонӣ,نیانی
нерӯ,نیرو
нерӯгоҳ,نیروگاه
нерӯмандӣ,نیرومندی
нерӯсанҷ,نیروسنج
нест,نیست
нестак,نیستک
нестӣ,نیستی
нестон,نیستان
нефа,نیفه
нефт,نیفت
неҳзат,نهضت
неш,نیش
нешдор,نیشدار
нештар,نیشتر
нешу,نیشو
нешханд,نیشخند
неъмат,نعمت
ниам,نعم
нигаридан,نگریدن
нигаристан,نگرستن
нигариш,نگرش
нигарон,نگران
нигаронӣ,نگرانی
нигаҳ,نگه
нигаҳбон,نگهبان
нигаҳбонӣ,نگهبانی
нигаҳдор,نگهدار
нигаҳдорӣ,نگهداری
нигилизм,نگلیزم
нигин,نگین
нигор,نگار
нигора,نگاره
нигоранда,نگارنده
нигоргар,نگارگر
нигорин,نگارین
нигористон,نگارستان
нигориш,نگارش
нигорхона,نگارخانه
нигоҳдорӣ,نگاهداری
нигоштан,نگاشتن
нигун,نگون
нидо,ندا
ниё,نیا
ниёбат,نیابت
ниёз,نیاز
ниёзӣ,نیازی
ниёзманд,نیازمند
ниёзмандӣ,نیازمندی
ниёиш,نیایش
ниёкон,نیاکان
ниём,نیام
нижанд,نژند
нижод,نژاد
низом,نظام
низомӣ,نظامی
низорӣ,نزاری
низоъ,نزاع
нийят,نیت
никел,نیکل
никеландуда,هنیکلاندود
никоҳ,نکاح
никоҳӣ,نکاحی
ниқ,نق
ниққӣ,نقی
ниқоб,نقاب
ниқобдор,نقابدار
ниқобӣ,نقابی
ниқор,نقار
нил,نیل
нилгун,نیلگون
нилӣ,نیلی
нилобӣ,نیلابی
нилуфар,نیلوفر
нилуфарӣ,نیلوفری
ним,نیم
нима,نیمه
нимавтоматӣ,نیماوتامتی
нимваҳшӣ,نیموهشی
нимгуруснагӣ,نیمگرسنهگی
нимғурма,نیمغرم
нимӣ,نیمی
нимкат,نیمکت
нимкорагӣ,نیمکارهگی
нимлитра,نیملتره
ниммустамлика,نیممستملکه
ниммуҳофизатчӣ,نیممحافظتچی
нимпухта,نیمگپخته
нимраҳа,نیمرهه
нимрӯз,نیمروز
нимсоатина,نیمساعتینه
нимтагӣ,نیمتهگی
нимхоида,نیمخائیده
нимча,نیمچه
нимчагӣ,نیمچگی
нимшаффоф,افّنیمشف
нинакшах,ننکشخ
нинакшахӣ,ننکشخی
нинӣ,نینی
нирӯманд,نیرومند
нирӯмандӣ,نیرومندی
нисбат,نسبت
нисбатан,نسبتا
нисбӣ,نسبی
нисвон,نسوان
нисён,نسیان
нисо,نسا
нисоб,نصاب
нисор,نثار
нисф,نصف
нитоҷ,نتاج
нифа,نیفه
нифоқ,نفاق
нихта,نخته
ниҳеб,نهیب
ниҳод,نهاد
ниҳодан,نهادن
ниҳол,نهال
ниҳолӣ,نهالی
ниҳон,نهان
ниҳонӣ,نهانی
ниҳонхона,نهانخانه
ниҳоят,نهایت
нишаллопаз,نشلاپز
нишаллопазӣ,نشلاپزی
нишаллофурӯш,نشلافروش
нишаллофурӯшӣ,نشلافروشی
нишаст,نشست
нишаста,نشسته
нишеб,نشیب
нишебӣ,نشیبی
нишем,نشیم
нишеман,نشیمن
нишемангоҳ,نشیمنگاه
нишоллопаз,نشالاپز
нишоллопазӣ,نشالاپزی
нишолофурӯш,نشالافروش
нишоллофурӯшӣ,نشالافروشی
нишон,نشان
нишона,نشانه
нишонӣ,نشانی
нишоста,نشاسته
нишот,نشاط
ништар,نشتر
нишхӯрд,نشخورد
ниюшидан,نیوشیدن
но,نا
ноаниқ,ناانیق
ноаниқӣ,ناانیقی
ноаҳл,نااهل
ноаҳлӣ,نااهلی
ноаҳлона,نااهلانه
ноб,ناب
нобакорӣ,نابکاری
нобакорона,نابکارانه
нобалад,نابلد
нобаладӣ,نابلدی
нобанаво,نابنوا
нобаробар,نابرابر
нобаробарӣ,نابرابری
нобасомон,نابسامان
нобасомонӣ,نابسامانی
нобаста,نابسته
нобаҳангом,نابهنگام
нобиға,نابغه
нобино,نابینا
нобиноӣ,نابینای
нобихрад,نابخرد
нобихрадӣ,نابخردی
нобоб,ناباب
нобобӣ,نابابی
нобовар,ناباور
нобоварӣ,ناباوری
ноболиғ,نابالغ
ноболиғӣ,نابالغی
нобуд,نابود
нобуда,نابوده
нобудӣ,نابودی
нов,ناو
нова,ناوه
новдон,ناودان
новелланавис,ناویلانویس
новелланависӣ,ناویلانویسی
новидан,ناویدن
новобаста,ناوابسته
ногаҳ,ناگه
ногаҳон,ناگهان
ногаҳонӣ,ناگهانی
ногоҳ,ناگاه
ногуворӣ,ناگواری
ногузирӣ,ناگزیری
ногуфта,ناگفته
ногуфтанӣ,ناگفتنی
нодида,نادیده
нодиданӣ,نادیدنی
нодим,نادم
нодир,نادر
нодон,نادان
нодонӣ,نادانی
нодор,نادار
нодорӣ,ناداری
нодуруст,نادرست
нодурустӣ,نادرستی
ноёб,نایاب
ноз,ناز
нозанда,نازنده
нозанин,نازنین
нозанинӣ,نازنینی
нозбӯй,ینازبو
нозгул,نازگل
ноздор,نازدار
нозеб,نازیب
нозебо,نازیبا
нозебоӣ,نازیبای
нозил,نازل
нозим,ناظم
нозир,ناظر
нозирӣ,ناظری
нозиш,نازش
нозкаш,نازکش
нозоӣ,نازائی
нозофарин,نازآفرین
нозпарварда,نازپرورده
нозук,نازک
нозукӣ,نازکی
нозукмуомилагӣ,نازکمعاملهگی
ноиб,نائب
ноибӣ,نائبی
ноибконсул,نائبکانسل
ноибулҳукумат,نائبالحکومت
ноижа,نایژه
ноиза,نایزه
ноил,نائل
ноилоҷ,ناعلاج
ноилоҷӣ,ناعلاجی
ноим,نائم
ноинсофона,ناانصافانه
ноира,نائره
ноиттифоқона,نااتفاقانه
ной,نای
нок,ناک
нокас,ناکس
нокасӣ,ناکسی
нокифоятӣ,ناکفایتی
ноком,ناکام
нокомӣ,ناکامی
нокофӣ,ناکافی
ноқа,ناقه
ноқид,ناقد
ноқил,ناقل
ноқис,ناقص
ноқисӣ,ناقصی
ноқисулақлӣ,ناقصالعقلی
ноқобил,ناقابل
ноқобилӣ,ناقابلی
ноқулай,ناقلی
ноқус,ناقوس
нол,نال
нола,ناله
нолаомезона,نالهآمیزانه
нолидан,نالیدن
нолиш,نالش
нолоиқ,نالائق
нолоиқӣ,نالایقی
нолон,نالان
ном,نام
нома,نامه
номавзун,ناموزون
номавзунӣ,ناموزونی
номазбут,نامضبوت
номарбутӣ,نامربوطی
номарғуб,نامرغوب
номарғубӣ,نامرغوبی
номардона,نامردانه
номаръӣ,نامرعی
номатбӯъ,نامطبوع
номатлуб,نامطلوب
номафҳум,نامفهوم
номафҳумӣ,نامفهومی
номаъқулӣ,نامعقولی
номаълумӣ,نامعلومی
номаънус,نامانوس
номбаршуда,نامبرشده
номгузорӣ,نامگذاری
номдор,نامدار
номдорӣ,نامداری
номеҳрубон,نامهربان
номеҳрубонӣ,نامهربانی
номеҳрубонона,نامهربانانه
номзад,نامزد
номзадӣ,نامزدی
номида,نامیده
номидан,نامیدن
номӣ,نامی
номумкин,ناممکن
номумкинӣ,ناممکنی
номуносиб,نامناسب
номуносибӣ,نامناسبی
номураттаб,نامرتب
номус,ناموس
номусоид,نامساعد
номустаид,نامستعد
номусталаб,نامستلب
номусталабӣ,نامستلبی
номустаҳкам,نامستحکم
номутаноҳӣ,نامتناهی
номуташаккилона,نامتشکلانه
номуттафиқона,نامفقانه
нон,نان
нонвой,نانوای
нонвоӣ,نانوائی
нонӣ,نانی
нонросткунӣ,نانراستکنی
нонхалта,نانخلته
нончаспонӣ,نانچسپانی
ноогаҳӣ,ناآگهی
ноогоҳ,ناآگاه
ноогоҳӣ,ناآگاهی
ноогоҳона,ناآگاهانه
ноодамгарӣ,ناآدمگری
ноозмудагӣ,ناآزمودگی
ноозмудакор,ناآزموکار
ноозмудакорӣ,ناآزمودکاری
ноором,ناآرام
нооромӣ,ناآرامی
ноошно,ناآشنا
ноошноӣ,ناآشنای
нопадид,ناپدید
нопазир,ناپذیر
нопайваста,ناپیوسته
нопайдо,ناپیدا
нописанд,ناپسند
нописандӣ,ناپسندی
нописандона,ناپسندانه
нопойдор,ناپایدار
нопойдорӣ,ناپایداری
нопок,ناپاک
нопокизакор,ناپاکزهکار
нопокӣ,ناپاکی
нопухта,ناپخته
нор,نار
нора,ناره
нораво,ناروا
норавон,ناروان
норавшан,ناروشن
норавшанӣ,ناروشنی
норас,نارس
норасо,نارسا
норасоӣ,نارسای
норван,نارون
норвег,نارویگ
норвегӣ,نارویگی
норгил,نارگیل
норгул,نارگل
нордбон,ناردبان
нордон,ناردان
норизогӣ,نارضاگی
норизоёна,نارضایانه
норин,نارین
норинҷ,نارنج
норинҷӣ,نارنجی
норозӣ,ناراضی
нором,نارام
норост,ناراست
нороҳат,ناراحت
нороҳатӣ,ناراحتی
нос,ناس
носавоб,ناصواب
носавоб,ناثواب
носазогӯӣ,ناسزاگوئی
носара,ناسره
носаҳеҳ,ناصحیح
носаҳеҳӣ,ناصحیحی
носеҳӣ,ناصیحی
носеҳона,ناصیحانه
носипос,ناسپاس
носипосӣ,ناسپاسی
носир,ناثر
носир,ناصر
носих,ناسخ
носиҳат,ناصحت
носӣ,ناسی
носозгор,ناسازگار
носозгорӣ,ناسازگاری
носозгорона,ناسازگارانه
носозӣ,ناسازی
носолим,ناسالم
носолимӣ,ناسالمی
носут,ناسوت
нота,ناته
нотавон,ناتوان
нотавонӣ,ناتوانی
нотавоноӣ,ناتوانای
нотамом,ناتمام
нотанте,ناتتنتی
нотиқ,ناطق
нотиқа,ناطقه
нотиқӣ,ناطقی
нотинҷ,ناتنج
нотинҷӣ,ناتنجی
нотифоқ,ناتفاق
нотифоқӣ,ناتفاقی
ноумед,ناامید
ноумедӣ,ناامیدی
ноумедона,ناامیدانه
ноустуворона,نااستوارانه
ноӯҳдабароёна,ناعهدهبرایانه
ноӯҳдабароӣ,ناعهدهبرائی
ноф,ناف
нофа,نافه
нофармон,نافرمان
нофармонӣ,نافرمانی
нофаррухахтар,نافرخاختر
нофарҷом,نافرجام
нофарҷомӣ,نافرجامی
нофаҳм,نافهم
нофаҳмӣ,نافهمی
нофиз,نافذ
нофила,نافله
нофир,نافر
нохалаф,ناخلف
нохирадмандона,ناخردمندانه
нохонда,ناخوانده
нохоно,ناخوانا
нохоҳ,ناخواه
нохуб,ناخوب
нохудо,ناخدا
нохун,ناخون
нохунак,ناخونک
нохунгирак,ناخونگیرک
нохунперой,ناخونپیرای
нохуш,ناخوش
нохушӣ,ناخوشی
нохушнуд,ناخوشنود
нохушнудӣ,ناخوشنودی
ноҳақ,ناحق
ноҳамвор,ناهموار
ноҳамворӣ,ناهمواری
ноҳамулӣ,ناحمولی
ноҳиб,ناهب
ноҳид,ناهد
ноҳинҷор,ناهنجار
ноҳинҷорӣ,ناهنجاری
ноҳия,ناحیه
ноҳия,ناهیه
ноҳӣ,ناهی
ноҳор,ناهار
ноча,ناچه
ночаспон,ناچسپان
ночаспонӣ,ناچسپانی
ночах,ناچخ
ночиз,ناچیز
ночор,ناچار
ночорӣ,ناچاری
ночоқ,ناچاق
ноҷавонмард,ناجوانمرد
ноҷавонмардӣ,ناجوانمردی
ноҷавонмардона,ناجوانمردانه
ноҷӣ,ناجی
ноҷоиз,ناجائز
ноҷӯр,ناجور
ноҷӯрӣ,ناجوری
ношаффоф,ناشفاف
ношикебо,ناشکیبا
ношинос,ناشناس
ношиносӣ,ناشناسی
ношито,ناشتا
ношиф,ناشف
ношӣ,ناشی
ношод,ناشاد
ношоиста,ناشایسته
ношто,ناشتا
ношуд,ناشد
ношуданӣ,ناشدنی
ношукр,ناشکر
ношукрӣ,ناشکری
ношунаво,ناشنوا
нубувват,نبوت
нубуғ,نبوغ
нуввоб,نواب
нугун,نگون
нудамо,ندما
нудба,ندبه
нудрат,ندرت
нудратан,ندرتا
нуздаҳ,نزده
нузл,نزل
нузул,نزول
нузҳат,نزهت
нукот,نکات
нукта,نکته
нуқат,نقت
нуқл,نقل
нуқот,نقات
нуқра,نقره
нуқрамӯй,ینقرهمو
нуқс,نقص
нуқсон,نقصان
нуқта,نقطه
нуқуд,نقود
нула,نوله
нулакашӣ,نولهکشی
нун,نون
нур,نور
нура,نوره
нурафкан,نورافکن
нурбахш,نوربخش
нурӣ,نوری
нуронӣ,نورانی
нурпошанда,نورپاشنده
нус,نس
нусрат,نصرت
нусха,نسخه
нутқ,نطق
нутфа,نطفه
нуфуз,نفوذ
нуфузнопазир,نفوذناپذیر
нуфузнопазирӣ,نفوذناپذیری
нуфур,نفور
нуфус,نفوس
нухола,نخاله
нухоъ,نخاع
нуҳос,نحاس
нуҳул,نحول
нуҳуфт,نهفت
нуҳуфта,نهفته
нуҷабо,نجبا
нуҷум,نجوم
нуҷумӣ,نجومی
нушуз,نشوز
нушур,نشور
нӯгирӯмолӣ,نوگرویمالی
нӯгча,نوگچه
нӯк,نوک
нӯкар,نوکر
нӯкарӣ,نوکری
нӯл,نول
нӯла,نوله
нӯлдор,نولدار
нӯлзанӣ,نولزنی
нӯф,نوف
нӯфа,نوفه
нӯфидан,نوفیدن
нӯхта,نوخته
нӯхтабанд,نوختهبند
нуҳ,نه
нуҳсад,نهصد
нуҳум,نهم
нуҳумин,نهمین
нӯҳ,نوح
нӯш,نوش
нӯшдору,نوشدارو
нӯшидан,نوشیدن
нӯшиданӣ,نوشیدنی
нӯшин,نوشین
нӯшоба,نوشآبه
нӯшонидан,نوشانیدن
навкар,نوکر
навкарӣ,نوکری
наём,نیام
насия,نسیه
нася,نسیه
наснос,نسناس
ниснос,نسناس
нилк,نلک
налк,نلک
нирӯ,نیرو
неру,نیرو
ниюшо,نیوشا
нийӯшо,نیوشا
ният,نیت
норанҷ,نارنج
норанҷӣ,نارنجی
ноҳақӣ,ناحقی
ноҳаққӣ,ناحقی
нумӯ,نمو
нумув,نمو
нуск,نسک
нуҳунбан,نهنبن
ниҳунбан,نهنبن
нушхор,نشخوار
нушхӯр,نشخوار
навпухта,نوپخت
натоиҷ,نتائج
натоиҷ,نتایج
нашид,نشیده
нашида,نشید
нашид,نشید
нашида,نشیده
носур,ناصور
носур,ناسور
ношумур,ناشمر
ношумор,ناشمر
нушрат,نشرت
нушрат,نشره
нӯшхӯр,نشجور
набид,نبید
набиз,نبید
нақора,نغاره
нақора,نقاره
нағора,نقاره
нахчад,نخجد
нахчад,نخچد
нахҷад,نخجد
нахҷад,نخچد
наҷак,نچک
наҷак,نجک
наҷақ,نچک
наҷақ,نجک
наҷда,نجدت
наҷда,نجده
наҷдат,نجدت
наҷдат,نجده
нейрон,نیران
неврон,نیران
нигоҳ,نگه
нигоҳ,نگاه
нигаҳ,نگاه
ниёгон,نیاکان
нишхор,نشخوار
нишхӯр,نشخوار
нӯг,نوگ
нӯг,نوک
нӯк,نوگ
накс,نکث
намакдор,نمک‌دار
нахбандӣ,نخ‌بندی
нобаҳраманд,نابهره‌مند
нуктасанҷӣ,نکته‌سنجی
нуқтагузорӣ,نقطه‌گذاری
нӯкчадаргиронӣ,نوکچه‌درگیرانی
наарзанда,نه‌ارزنده
набардафзор,نبرد‌افزار
набардаҷавон,نبرده‌جوان
набардозмуда,نبرد‌آزموده
набаса,ن‌بسه
набера,نبی‌ره
наберадор,نبی‌رهدار
набзгирӣ,نبض‌گیری
набзнигор,نبض‌نگار
набзсанҷ,نبض‌سنج
набзсанҷӣ,نبض‌سنجی
набзшиносӣ,نبض‌شناسی
набототшинос,نباتات‌شناس
набототшиносӣ,نباتات‌شناسی
наботпаз,نبات‌پز
наботпазӣ,نبات‌پزی
наботчой,نبات‌چای
навадсола,نود‌ساله
навакак,نو‌کک
навангӣ,نو‌نگی
навардидан,نور‌دیدن
навардча,نورد‌چه
наваса,نو‌سه
навбаромад,نوبر‌امد
навбатгоҳ,نوبت‌گاه
навбатдор,نوبت‌دار
навбатдорӣ,نوبت‌داری
навбатзан,نوبت‌زن
навбатигоҳ,نوبت‌یگاه
навбатнавоз,نوبت‌نواز
навбатпоӣ,نوبت‌پائی
навбатчӣ,نوبت‌چی
навбаҳра,نو‌بهره
навбех,نو‌بیخ
навбоғ,نو‌باغ
навболиғ,نو‌بالغ
навборида,نو‌باریده
навбофта,نو‌بافته
навбурут,نو‌بروت
навгароӣ,نو‌گرائی
навгонӣ,نو‌گانی
навдавлат,نو‌دولت
навдавлатӣ,نو‌دولتی
навдадавонӣ,نوده‌دوانی
навдадор,نو‌دهدار
навдамида,نو‌دمیده
навдандон,نو‌دندان
навданиҳол,نوده‌نهال
навдарс,نو‌درس
навдарсхон,نو‌درسخوان
навдаъват,نو‌دعوت
навдомод,نو‌داماد
навдӯхта,نو‌دوخته
навдӯш,نو‌دوش
навёдгир,نو‌یادگیر
навзамин,نو‌زمین
навзо,نو‌زا
навзода,هنوز‌اد
навигарӣ,نو‌یگری
нависонавис,نویسان‌ویس
нависондан,نویسان‌دن
навиштанӣ,نوشت‌نی
навиштаҷот,نوشت‌جات
навкор,نو‌کار
навкорам,نو‌کارم
навкорӣ,نو‌کاری
навқирав,نوق‌رو
навқирон,نو‌قران
навмашқ,نو‌مشق
навогар,نو‌اگر
навозишкор,نوازش‌کار
навозишкорона,نوازش‌کارانه
навозишкорӣ,نواز‌شکاری
навоин,نو‌آئین
навола,نو‌اله
наволабур,نوال‌هبر
навомада,نو‌آمده
наворбардор,نوار‌بردار
наворбардорӣ,نوار‌برداری
наворгир,نوار‌گیر
наворгирӣ,نوار‌گیری
навордор,نوار‌دار
наворшакл,نوار‌شکل
навоса,نو‌اسه
навосанҷ,نوا‌سنج
навосоз,نوا‌ساز
навохон,نو‌اخوان
навохонӣ,نو‌اخوانی
навоҳинишин,نواحی‌نشین
навпараст,نو‌پرست
навпарвоз,نو‌پرواز
наврасида,نور‌سیده
навраста,نور‌سته
наврехта,نوری‌خته
навруста,نور‌سته
наврӯзмоҳ,نوروز‌ماه
наврӯида,نو‌روئیده
навсохт,نو‌ساخت
навтаҳсил,نو‌تحصیل
навташкил,نو‌تشکیل
навтаъсис,نو‌تاسیس
навхат,نو‌خط
навхатм,نو‌ختم
навхез,نو‌خیز
навхонадор,نو‌خانهدار
навҳагар,نوحه‌گر
